Unit,Price           (1 - 500),Tab,Country,Is Command,Is Prototype,Amphibious,Speed              (23 km - 1100km),Autonomy          (60 km+),Strength         (2 - 300),Optics Ground         (40 - 220),Optics Air         (10 - 900),Optics Anti-Radar         (300 - 500),Stealth                           (0.7 - 3),Size Modifier                  (-0.2 - 0.1),Front Armor       (0 - 23),Side Armor      (0 - 12),Rear Armor       (0 - 6),Top Armor      (0 - 4),Weapon1 Type,Weapon1 HE                  (0 - 30),Weapon1 AP               (0 - 200),Weapon1 Fire Starting Probability                  (0 - 100%),Weapon1 Ammo,Weapon1 Aim Time,Weapon1 Time Between Shots,Weapon1 Shots Per Salvo,Weapon1 Reload Time,Weapon1 Dmg Radius,Weapon1 Surpress Radius,Weapon1 Accuracy,Weapon1 Accuracy While Moving,Weapon1 Range Ground,Weapon1 Range Ground Minimum,Weapon1 Range Helicopters,Weapon1 Range Helicopters Minimum,Weapon1 Range Planes,Weapon1 Range Planes Minimum,Weapon1 Range Ships,Weapon1 Range Ships Minimum,Weapon1 Supply Cost Per Salvo,Weapon2 Type,Weapon2 HE,Weapon2 AP,Weapon2 Fire Starting Probability                  (0 - 100%),Weapon2 Ammo,Weapon2 Aim Time,Weapon2 Time Between Shots,Weapon2 Shots Per Salvo,Weapon2 Reload Time,Weapon2 Damage Radius,Weapon2 Surpress Radius,Weapon2 Accuracy,Weapon2 Accuracy While Moving,Weapon2 Range Ground,Weapon2 Range Ground Minimum,Weapon2 Range Helicopters,Weapon2 Range Helicopters Minimum,Weapon2 Range Planes,Weapon2 Range Planes Minimum,Weapon2 Range Ships,Weapon2 Range Ships Minimum,Weapon2 Supply Cost Per Salvo,Weapon3 Type,Weapon3 HE,Weapon3 AP,Weapon3 Fire Starting Probability                  (0 - 100%),Weapon3 Ammo,Weapon3 Aim Time,Weapon3 Time Between Shots,Weapon3 Shots Per Salvo,Weapon3 Reload Time,Weapon3 Damage Radius,Weapon3 Surpress Radius,Weapon3 Accuracy,Weapon3 Accuracy While Moving,Weapon3 Range Ground,Weapon3 Range Ground Minimum,Weapon3 Range Helicopters,Weapon3 Range Helicopters Minimum,Weapon3 Range Planes,Weapon3 Range Planes Minimum,Weapon3 Range Ships,Weapon3 Range Ships Minimum,Weapon3 Supply Cost Per Salvo,Year,Decks
DIGGERS '90,15,INF,ANZAC,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,800,1 s,3 s,4,6 s,2 m,7 m,30%,20%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,1,16,,6,,1 s,1,3 s,2 m,116 m,40%,,525 m,,,,,,525 m,,15,SAW,0.5,,,1200,2 s,1 s,20,5 s,2 m,35 m,30%,10%,770 m,,595 m,,,,770 m,,20,1990,Mechanized|Motorized|Marine|Armored|Support
TAC HQ,100,LOG,ANZAC,TRUE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,400,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LMG,0.5,,,500,2 s,1 s,10,5 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,10,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Support
COMMANDOS,20,INF,ANZAC,FALSE,FALSE,FALSE,38 km/h,,10,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,1200,1 s,3 s,6,6 s,2 m,7 m,60%,15%,595 m,2 m,595 m,,,,595 m,2 m,6,LAW,1,18,,6,,1 s,1,6 s,2 m,147 m,60%,,700 m,,,,,,700 m,,20,SAW,0.5,,,1500,2 s,1 s,3,2 s,2 m,35 m,30%,15%,875 m,,595 m,,,,875 m,,3,1975,Mechanized|Motorized|Airborne|Armored
DIGGERS,10,INF,ANZAC,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,800,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LAW,1,13,,6,,1 s,1,3 s,2 m,116 m,30%,,525 m,,,,,,525 m,,15,LMG,0.5,,,990,2 s,1 s,3,2 s,2 m,35 m,20%,,875 m,88 m,595 m,,,,875 m,88 m,3,1975,Mechanized|Motorized|Marine|Armored|Support
MILAN,10,INF,ANZAC,FALSE,FALSE,FALSE,23 km/h,,2,80,40,,2.5,-0.15,2,2,2,2,Battle Rifle,1,,,160,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,ATGM,1,17,,6,2 s,1 s,1,5 s,4 m,280 m,40%,,2450 m,175 m,,,,,2450 m,175 m,79,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Motorized|Marine|Airborne|Armored|Support
MRAAW,10,INF,ANZAC,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,400,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LAW,2,18,,10,,1 s,1,4 s,2 m,147 m,70%,,700 m,,,,,,700 m,,20,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
NZSAS,25,REC,ANZAC,FALSE,FALSE,FALSE,45 km/h,,10,170,40,,2.5,-0.15,2,2,2,2,SMG,1,,,1600,0 s,1 s,8,2 s,2 m,7 m,40%,40%,455 m,2 m,455 m,,,,455 m,2 m,8,LAW,1,13,,10,,1 s,1,3 s,2 m,116 m,30%,,525 m,,,,,,525 m,,15,SAW,0.5,,,2000,2 s,1 s,10,5 s,2 m,35 m,40%,25%,875 m,,595 m,,,,875 m,,10,1975,Motorized|Marine|Airborne
ASSAULT PIONIERS,15,INF,ANZAC,FALSE,FALSE,FALSE,30 km/h,,10,80,40,,2,-0.15,2,2,2,2,Battle Rifle,1,,,800,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,Flamethrower,0.75,,100%,80,2 s,1 s,8,2 s,18 m,175 m,30%,,350 m,,,,,,350 m,,100,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
RBS-70,20,INF,ANZAC,FALSE,FALSE,FALSE,23 km/h,,5,80,80,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,20%,525 m,2 m,525 m,,,,525 m,2 m,4,SAM,4,,,8,1 s,0 s,1,5 s,98 m,196 m,45%,,,,2625 m,,2100 m,,,,54,,,,,,,,,,,,,,,,,,,,,,,1988,Mechanized|Motorized|Marine|Airborne|Armored|Support
REDEYE,10,INF,ANZAC,FALSE,FALSE,FALSE,23 km/h,,2,80,80,,2.5,-0.15,2,2,2,2,Battle Rifle,1,,,160,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,SAM,3,,,6,1 s,6 s,1,6 s,74 m,147 m,35%,,,,2275 m,,1820 m,,,,35,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
SASR,30,INF,ANZAC,FALSE,FALSE,FALSE,45 km/h,,10,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,1600,0 s,1 s,8,2 s,2 m,7 m,40%,40%,455 m,2 m,455 m,,,,455 m,2 m,8,LAW,1,20,,8,,1 s,1,6 s,2 m,147 m,60%,,875 m,,,,,,875 m,,20,SAW,0.5,,,2000,2 s,1 s,10,5 s,2 m,35 m,40%,25%,875 m,,595 m,,,,875 m,,10,1991,Mechanized|Motorized|Marine|Airborne
NORFORCE,15,REC,ANZAC,FALSE,FALSE,FALSE,30 km/h,,5,170,40,,2.5,-0.15,2,2,2,2,Battle Rifle,1,,,400,1 s,4 s,4,8 s,2 m,7 m,40%,10%,595 m,2 m,595 m,,,,595 m,2 m,4,LAW,1,13,,4,,1 s,1,3 s,2 m,116 m,30%,,525 m,,,,,,525 m,,15,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Airborne|Armored|Support
AR 59 CANNONIERA,10,VHC,Italy,FALSE,FALSE,FALSE,70 km/h,600 km,5,60,40,,1,-0.05,4,4,4,4,Recoilless Rifle,3,12,,10,1 s,1 s,1,8 s,2 m,186 m,30%,,1750 m,,,,,,1750 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,Mechanized|Motorized|Marine|Airborne|Support
AR 76 CMDO,110,LOG,Italy,TRUE,FALSE,FALSE,120 km/h,750 km,5,80,40,,1,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Marine|Airborne|Armored|Support
AR 76 CARABINERI,25,REC,Italy,FALSE,FALSE,FALSE,120 km/h,750 km,5,170,40,,1.5,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1970,Mechanized|Motorized|Marine|Airborne|Support
FIROS-6 (AR-76),30,VHC,Italy,FALSE,FALSE,FALSE,120 km/h,750 km,5,60,40,,1,-0.05,4,4,4,4,Rocket Pod,1,,5%,48,3 s,0 s,8,6 s,15 m,48 m,25%,,2450 m,245 m,,,,,2450 m,245 m,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,Mechanized|Motorized|Marine|Airborne|Support
AR 76 C.C. I-TOW,30,VHC,Italy,FALSE,FALSE,FALSE,120 km/h,750 km,5,60,40,,1,-0.05,4,4,4,4,ATGM,1,20,,4,2 s,1 s,1,5 s,4 m,280 m,60%,,2625 m,175 m,,,,,2625 m,175 m,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1982,Mechanized|Motorized|Marine|Airborne|Support
AR 76 RICO.,30,REC,Italy,FALSE,FALSE,FALSE,120 km/h,750 km,5,170,40,,1.5,-0.05,4,4,4,4,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Motorized|Marine|Airborne|Support
AS-90,130,SUP,United Kingdom,FALSE,FALSE,FALSE,60 km/h,420 km,10,40,10,,1,0.05,2,1,1,1,Howitzer,7,,30%,39,10 s,3 s,3,30 s,109 m,217 m,,,24500 m,2450 m,,,,,24500 m,2450 m,253,Main Gun,1,16,,9,1 s,1 s,1,8 s,2 m,271 m,20%,,1925 m,,,,,,1925 m,,30,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,1993,Armored|Support
ASLAV-25,25,REC,ANZAC,FALSE,FALSE,TRUE,100 km/h,660 km,10,120,40,,1.5,,1,1,1,1,Autocannon,1,2,,420,1 s,1 s,2,2 s,7 m,22 m,50%,25%,1750 m,,,,,,1750 m,,15,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1989,Mechanized|Motorized
ASLAV-25 FSV,20,VHC,ANZAC,FALSE,FALSE,TRUE,100 km/h,660 km,10,60,40,,1,,1,1,1,1,Autocannon,1,2,,420,1 s,1 s,2,2 s,7 m,22 m,50%,25%,1750 m,,,,,,1750 m,,15,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1989,Mechanized|Motorized|Support
ASLAV-25 TOW-2,45,VHC,ANZAC,FALSE,FALSE,TRUE,100 km/h,660 km,10,60,40,,1,,1,1,1,1,Autocannon,1,3,,420,1 s,1 s,2,2 s,7 m,22 m,60%,30%,1750 m,,,,,,1750 m,,15,ATGM,1,25,,4,2 s,1 s,2,10 s,4 m,280 m,70%,,2625 m,175 m,,,,,2625 m,175 m,438,MMG,0.5,,,1200,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,1995,Mechanized|Motorized
ASLAV-C,125,LOG,ANZAC,TRUE,FALSE,TRUE,100 km/h,660 km,10,80,40,,1,,2,2,1,1,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Motorized|Support
ASLAV-PC,10,VHC,ANZAC,FALSE,FALSE,TRUE,100 km/h,600 km,10,60,20,,1,,2,2,1,1,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Motorized
ASLAV-S,55,REC,ANZAC,FALSE,FALSE,TRUE,100 km/h,600 km,10,220,40,,1.5,,2,2,1,1,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1992,Mechanized|Motorized
ASU-85M,15,VHC,Soviet Union,FALSE,FALSE,FALSE,45 km/h,360 km,10,60,40,,1,-0.05,2,1,1,1,Main Gun,3,9,,45,1 s,1 s,1,8 s,2 m,149 m,30%,,1925 m,,,,,,1925 m,,15,MMG,0.75,,,500,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1959,Mechanized|Motorized|Airborne|Armored|Support
ASU-85M,15,VHC,Poland,FALSE,FALSE,FALSE,45 km/h,360 km,10,60,40,,1,-0.05,2,1,1,1,Main Gun,3,9,,45,1 s,1 s,1,8 s,2 m,149 m,30%,,1925 m,,,,,,1925 m,,15,MMG,0.75,,,500,1 s,1 s,10,2 s,4 m,11 m,10%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,1966,Mechanized|Motorized|Airborne|Armored|Support
ATGM MILAN F1,10,INF,France,FALSE,FALSE,FALSE,23 km/h,,2,80,40,,2.5,-0.15,2,2,2,2,SMG,1,,,160,1 s,2 s,4,4 s,2 m,7 m,20%,20%,455 m,2 m,455 m,,,,455 m,2 m,4,ATGM,1,17,,6,2 s,1 s,1,5 s,4 m,280 m,40%,,2450 m,175 m,,,,,2450 m,175 m,79,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
ATGM MILAN F2,20,INF,France,FALSE,FALSE,FALSE,23 km/h,,2,80,40,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,20%,525 m,2 m,525 m,,,,525 m,2 m,4,ATGM,1,24,,6,2 s,1 s,1,5 s,4 m,280 m,45%,,2450 m,175 m,,,,,2450 m,175 m,126,,,,,,,,,,,,,,,,,,,,,,,1984,Mechanized|Motorized|Marine|Airborne|Armored|Support
ATGM MILAN F3,25,INF,France,FALSE,FALSE,FALSE,23 km/h,,2,80,40,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,160,1 s,3 s,4,6 s,2 m,7 m,30%,20%,525 m,2 m,525 m,,,,525 m,2 m,4,ATGM,1,26,,6,2 s,1 s,1,5 s,4 m,280 m,50%,,2450 m,175 m,,,,,2450 m,175 m,152,,,,,,,,,,,,,,,,,,,,,,,1993,Mechanized|Motorized|Marine|Airborne|Armored|Support
CAVALRY SCOUTS,15,REC,United States,FALSE,FALSE,FALSE,30 km/h,,5,170,40,,2.5,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,ATGM,1,13,,5,0 s,1 s,1,5 s,4 m,280 m,50%,,1575 m,175 m,,,,,1575 m,175 m,49,,,,,,,,,,,,,,,,,,,,,,,1985,Mechanized|Motorized|Airborne|Armored|Support
ATS-103,30,VHC,North Korea,FALSE,FALSE,FALSE,60 km/h,600 km,10,80,40,,1,,2,1,1,1,Main Gun,3,13,,50,1 s,1 s,1,6 s,2 m,180 m,45%,,2100 m,,,,,,2100 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,Mechanized|Motorized|Marine|Armored
COUGAR,20,VHC,Canada,FALSE,FALSE,TRUE,100 km/h,600 km,10,60,40,,1,,1,1,1,1,Main Gun,2,10,,25,1 s,1 s,1,9 s,2 m,133 m,30%,,2100 m,,,,,,2100 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,Mechanized|Motorized|Airborne|Support
COUGAR RECON,20,REC,Canada,FALSE,FALSE,TRUE,100 km/h,600 km,10,120,40,,1.5,,1,1,1,1,Main Gun,2,10,,25,1 s,1 s,1,9 s,2 m,133 m,30%,,2100 m,,,,,,2100 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,Mechanized|Motorized|Airborne|Support
GRIZZLY,10,VHC,Canada,FALSE,FALSE,TRUE,100 km/h,600 km,10,60,20,,1,,1,1,1,1,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1975,Motorized
GRIZZLY CP,125,LOG,Canada,TRUE,FALSE,TRUE,100 km/h,600 km,10,80,40,,1,,1,1,1,1,MMG,0.75,,,1000,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1976,Motorized|Support
ACHZARIT,15,VHC,Israel,FALSE,FALSE,FALSE,60 km/h,600 km,10,60,20,,1,,10,6,5,2,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,MMG,0.5,,,1000,1 s,1 s,10,2 s,2 m,7 m,20%,10%,875 m,,525 m,,,,875 m,,20,1988,Mechanized|Armored|Support
ACHZARIT PIKUD,130,LOG,Israel,TRUE,FALSE,FALSE,60 km/h,600 km,10,60,40,,1,,10,6,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1988,Mechanized|Armored|Support
ALVIS STALWART,15,LOG,United Kingdom,FALSE,FALSE,TRUE,60 km/h,,10,40,10,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Mechanized|Motorized|Marine|Airborne|Armored|Support
STOLLY,10,VHC,ANZAC,FALSE,FALSE,TRUE,90 km/h,1200 km,10,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Motorized|Marine
STALWART,10,VHC,United Kingdom,FALSE,FALSE,TRUE,90 km/h,1200 km,10,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1966,Motorized|Marine
AMFIBIEBIL 101,15,LOG,Sweden,FALSE,FALSE,TRUE,60 km/h,,10,40,10,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,Mechanized|Motorized|Marine|Airborne|Armored|Support
AMFIBIEBIL,10,VHC,Sweden,FALSE,FALSE,TRUE,90 km/h,1200 km,10,60,20,,1,,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1967,Motorized|Marine
ASSAULT ENGINEERS,15,INF,United States,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,Rocket Launcher,4,,100%,8,1 s,2 s,4,8 s,22 m,109 m,40%,,525 m,53 m,,,,,525 m,,100,,,,,,,,,,,,,,,,,,,,,,,1975,Mechanized|Motorized|Marine|Airborne|Armored|Support
AufkPz BRM-1,50,REC,East Germany,FALSE,FALSE,TRUE,60 km/h,600 km,10,220,40,,1.5,,3,1,1,1,Main Gun,2,12,,20,1 s,7 s,20,7 s,2 m,128 m,35%,5%,1575 m,,,,,,1575 m,,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1983,Mechanized|Motorized|Armored
AufklFz UAZ,25,REC,East Germany,FALSE,FALSE,FALSE,70 km/h,750 km,5,170,40,,1.5,-0.05,4,4,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Motorized|Airborne|Support
AufklFz UAZ KPV,10,REC,East Germany,FALSE,FALSE,FALSE,70 km/h,750 km,5,120,40,,1.5,-0.05,4,4,4,4,HMG,1,1,,200,1 s,1 s,6,3 s,4 m,13 m,10%,5%,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1972,Motorized|Airborne|Support
B-10 (UNITA),15,INF,South Africa,FALSE,FALSE,FALSE,30 km/h,,5,80,40,,2,-0.15,2,2,2,2,Assault Rifles,1,,,400,1 s,3 s,4,6 s,2 m,7 m,30%,15%,525 m,2 m,525 m,,,,525 m,2 m,4,LAW,2,12,,10,,1 s,1,8 s,2 m,144 m,40%,,1400 m,,,,,,1400 m,,20,,,,,,,,,,,,,,,,,,,,,,,1980,Motorized|Airborne|Armored|Support
B1 CENTAURO,50,VHC,Italy,FALSE,FALSE,FALSE,110 km/h,800 km,10,80,40,,1,,3,2,2,1,Main Gun,3,16,,30,1 s,1 s,1,8 s,2 m,184 m,65%,60%,2275 m,,,,,,2275 m,,20,MMG,0.5,,,2000,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1990,Mechanized|Motorized
B1 CENTAURO RICO.,60,REC,Italy,FALSE,FALSE,FALSE,110 km/h,800 km,10,170,40,,1.5,,3,2,2,1,Main Gun,3,16,,30,1 s,1 s,1,8 s,2 m,184 m,65%,60%,2275 m,,,,,,2275 m,,20,MMG,0.5,,,2000,1 s,1 s,10,2 s,2 m,7 m,30%,20%,875 m,,525 m,,,,875 m,,20,,,,,,,,,,,,,,,,,,,,,,,1990,Motorized
BAL,100,SHP,Soviet Union,FALSE,FALSE,FALSE,60 km/h,850 km,10,40,10,,1,0.05,1,4,4,4,SSM,4,80,,8,0 s,1 s,8,20 s,140 m,280 m,85%,,,,,,,,5600 m,560 m,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1994,Mechanized|Motorized|Marine|Airborne|Armored|Support
BJ212 ZC,25,REC,China,FALSE,FALSE,FALSE,70 km/h,750 km,5,170,40,,1.5,-0.05,4,4,4,4,MMG,0.75,,,500,1 s,1 s,10,2 s,4 m,11 m,15%,5%,1050 m,,875 m,,,,1050 m,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1965,Motorized|Marine|Airborne|Support
BM-21 GRAD,65,SUP,Soviet Union,FALSE,FALSE,FALSE,75 km/h,750 km,5,40,10,,1,,4,4,4,4,MLRS,7,,25%,40,30 s,1 s,40,240 s,51 m,256 m,,,17500 m,3500 m,,,,,17500 m,3500 m,720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,Motorized|Marine|Airborne|Support
MFRW BM-27,120,SUP,East Germany,FALSE,FALSE,FALSE,65 km/h,500 km,10,40,10,,1,0.05,1,4,4,4,MLRS,1,5,,16,10 s,1 s,16,180 s,158 m,158 m,,,35000 m,7000 m,,,,,35000 m,7000 m,1440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1991,Motorized|Support
BM-27 URAGAN,140,SUP,Soviet Union,FALSE,FALSE,FALSE,65 km/h,500 km,10,40,10,,1,0.05,1,4,4,4,MLRS,11,,25%,16,10 s,1 s,16,180 s,92 m,462 m,,,35000 m,7000 m,,,,,35000 m,7000 m,1280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1977,Motorized|Support
BM-30 SMERCH,140,SUP,Soviet Union,FALSE,FALSE,FALSE,60 km/h,850 km,10,40,10,,1,0.05,1,4,4,4,MLRS,1,8,,12,10 s,2 s,12,180 s,175 m,175 m,,,52500 m,8400 m,,,,,52500 m,8400 m,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1989,Motorized|Support
BMD-1K,130,LOG,Soviet Union,TRUE,FALSE,TRUE,80 km/h,600 km,10,80,40,,1,,2,2,1,1,Main Gun,2,12,,40,1 s,7 s,40,7 s,2 m,128 m,35%,5%,1575 m,,,,,,1575 m,,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,Airborne
BMD-1P,20,VHC,Soviet Union,FALSE,FALSE,TRUE,80 km/h,600 km,10,60,20,,1,,2,2,1,1,ATGM,1,20,,4,2 s,1 s,1,5 s,4 m,280 m,45%,,2625 m,175 m,,,,,2625 m,175 m,113,Main Gun,2,12,,40,1 s,7 s,40,7 s,2 m,128 m,35%,5%,1575 m,,,,,,1575 m,,600,,,,,,,,,,,,,,,,,,,,,,,1977,Airborne
BMD-1,15,VHC,Soviet Union,FALSE,FALSE,TRUE,80 km/h,600 km,10,60,20,,1,,2,2,1,1,ATGM,1,13,,4,2 s,1 s,1,10 s,4 m,280 m,35%,,2450 m,175 m,,,,,2450 m,175 m,53,Main Gun,2,12,,40,1 s,7 s,40,7 s,2 m,128 m,35%,5%,1575 m,,,,,,1575 m,,600,,,,,,,,,,,,,,,,,,,,,,,1969,Airborne
BMD-2K,130,LOG,Soviet Union,TRUE,FALSE,TRUE,80 km/h,450 km,10,80,40,,1,,2,2,1,1,Autocannon,1,2,,150,1 s,1 s,2,1 s,8 m,26 m,25%,10%,1575 m,,,,,,1575 m,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1985,Airborne
BMD-2,20,VHC,Soviet Union,FALSE,FALSE,TRUE,80 km/h,450 km,10,60,20,,1,,2,2,1,1,ATGM,1,20,,4,2 s,1 s,1,5 s,4 m,280 m,45%,,2625 m,175 m,,,,,2625 m,175 m,113,Autocannon,1,2,,510,1 s,1 s,2,1 s,8 m,26 m,25%,10%,1575 m,,,,,,1575 m,,15,,,,,,,,,,,,,,,,,,,,,,,1985,Airborne
